,Unnamed: 0,TradeDate,Open,High,Low,Close,Adj_Close,Volume,Ticker,bollinger_sma,bollinger_band_lower,bollinger_band_upper,bollinger_band_percentage,stochastic_oscillator_sma,rolling_avg,price_to_SMA_ratio,window_start_price,window_end_price,momentum,TraingOrders,TrainGridSearch,TrainBenchmark,TestOrders,TestGridSearch,TestBenchmark
29,29,2017-04-19,1212.13,1215.51,1205.08,1210.29,1210.29,288060992,BTC,1183.256,1118.4881698901156,1248.0238301098846,0.7086992875485736,91.40880093770713,1183.256,0.0228471269108291,1124.78,1210.29,0.07602375575669999,,500000.0,500000.0,,500000.0,500000.0
30,30,2017-04-20,1211.08,1240.79,1208.41,1229.08,1229.08,315108000,BTC,1190.209333,1136.5405877459618,1243.8780782540382,0.8621350454161696,92.02379277767352,1190.209333,0.03265868105909064,1182.68,1229.08,0.039232928602800005,,500000.0,500000.0,,500000.0,500000.0
31,31,2017-04-21,1229.42,1235.94,1215.56,1222.05,1222.05,272167008,BTC,1192.834,1134.274557892002,1251.3934421079982,0.7494559284403558,91.26222848344753,1192.834,0.024492930282000683,1176.9,1222.05,0.0383634973235,,500000.0,500000.0,,500000.0,500000.0
32,32,2017-04-22,1222.71,1235.56,1208.47,1231.71,1231.71,249320000,BTC,1196.488,1132.3879146646432,1260.5880853353572,0.7747422239434362,91.41940474928752,1196.488,0.029437821357171986,1175.95,1231.71,0.047416982014499995,,500000.0,500000.0,,500000.0,500000.0
33,33,2017-04-23,1231.92,1232.2,1203.94,1207.21,1207.21,258951008,BTC,1198.572,1136.3652323617432,1260.7787676382566,0.5694297447685406,89.08183695081155,1198.572,0.00720690955570462,1187.87,1207.21,0.016281242897,,500000.0,500000.0,,500000.0,500000.0
34,34,2017-04-24,1209.63,1250.94,1209.63,1250.15,1250.15,235806000,BTC,1202.724,1129.648655496633,1275.799344503367,0.8245006939229345,89.08183695081155,1202.724,0.0394321556732883,1187.13,1250.15,0.0530860141686,,500000.0,500000.0,,500000.0,500000.0
35,35,2017-04-25,1250.45,1267.58,1249.97,1265.49,1265.49,242556000,BTC,1207.948,1121.6166238298697,1294.2793761701307,0.8332623812610356,89.11239525936784,1207.948,0.04763615652329405,1205.01,1265.49,0.050190454851,,500000.0,500000.0,,500000.0,500000.0
36,36,2017-04-26,1265.99,1294.83,1265.93,1281.08,1281.08,329631008,BTC,1213.019333,1109.879891174867,1316.1587748251332,0.8299449066022334,89.11239525936784,1213.019333,0.05610847671460814,1200.37,1281.08,0.0672376017395,,500000.0,500000.0,,500000.0,500000.0
37,37,2017-04-27,1281.88,1319.7,1281.3,1317.73,1317.73,449196992,BTC,1220.843333,1090.4857852980847,1351.2008807019154,0.8716189384812141,89.2856136115536,1220.843333,0.0793604423934713,1169.28,1317.73,0.1269584701697,,500000.0,500000.0,,500000.0,500000.0
38,38,2017-04-28,1317.74,1331.28,1292.37,1316.48,1316.48,527488992,BTC,1230.656667,1088.40665786116,1372.90667613884,0.8016637169992521,90.56398431225857,1230.656667,0.06973783614987722,1167.54,1316.48,0.1275673638591,,500000.0,500000.0,,500000.0,500000.0
39,39,2017-04-29,1317.84,1327.2,1315.21,1321.79,1321.79,422705984,BTC,1240.94,1092.6378924627163,1389.2421075372836,0.7725854721237659,92.43907814201386,1240.94,0.06515222331458412,1172.52,1321.79,0.1273069968956,,500000.0,500000.0,,500000.0,500000.0
40,40,2017-04-30,1321.87,1347.91,1314.92,1347.89,1347.89,413115008,BTC,1252.631333,1094.4565914368432,1410.8060745631572,0.8011184531063851,94.17869744969998,1252.631333,0.0760468499313836,1182.94,1347.89,0.1394407155054,,500000.0,500000.0,,500000.0,500000.0
41,41,2017-05-01,1348.3,1434.32,1348.3,1421.6,1421.6,713624000,BTC,1268.542,1074.0947831150936,1462.9892168849062,0.8935721026302869,95.60939886289846,1268.542,0.12065662784519553,1193.91,1421.6,0.19070951746780002,,500000.0,500000.0,,500000.0,500000.0
42,42,2017-05-02,1421.03,1473.9,1415.69,1452.82,1452.82,477337984,BTC,1285.802667,1055.1806103730214,1516.4247236269784,0.8621018202741629,96.5317471116832,1285.802667,0.12989344110607606,1211.67,1452.82,0.1990228362508,,500000.0,500000.0,,500000.0,500000.0
43,43,2017-05-03,1453.78,1492.77,1447.49,1490.09,1490.09,583795968,BTC,1304.364,1033.882972828037,1574.8450271719628,0.8433253746887048,96.5317471116832,1304.364,0.1423881677200536,1210.29,1490.09,0.23118426162320002,,500000.0,500000.0,,500000.0,500000.0
44,44,2017-05-04,1490.72,1608.91,1490.72,1537.67,1537.67,933548992,BTC,1326.189333,1013.3487579416214,1639.0299080583786,0.8380007004534754,96.6376281106474,1326.189333,0.15946491329530246,1229.08,1537.67,0.25107397402939996,,500000.0,500000.0,,500000.0,500000.0
45,45,2017-05-05,1540.87,1618.03,1530.31,1555.45,1555.45,946035968,BTC,1347.947333,1000.0525618160356,1695.8421041839645,0.7982261939347659,96.6376281106474,1347.947333,0.1539397437273612,1222.05,1555.45,0.2728202610368,,500000.0,500000.0,,500000.0,500000.0
46,46,2017-05-06,1556.81,1578.8,1542.5,1578.8,1578.8,582529984,BTC,1371.730667,998.0373431137648,1745.4239908862353,0.7770578436437879,97.39919240487339,1371.730667,0.1509548032871966,1231.71,1578.8,0.28179522777279997,,500000.0,500000.0,,500000.0,500000.0
