,TradeDate,Open,High,Low,Close,Adj_Close,Volume,Ticker,bollinger_sma,bollinger_band_lower,bollinger_band_upper,bollinger_band_percentage,stochastic_oscillator_sma,rolling_avg,price_to_SMA_ratio,window_start_price,window_end_price,momentum,tweet_date,pct_positive,pct_negative,pct_neutral,avg_compound_sentiment,tweet_volume
408,2015-10-30,313.94,334.17,313.94,328.02,328.02,,BTC,282.384000,242.5708070681518,322.19719293184824,1.0731266025073543,95.2551766863509330000,282.384000,0.16160972293047765,262.87,328.02,0.2478411382052,2015-10-30,0.0,0.0,1.0,0.1474167,84
409,2015-10-31,328.51,332.78,309.25,314.17,314.17,,BTC,285.804000,244.3934293688194,327.21457063118055,0.842497091535386,93.8641954671082000000,285.804000,0.09924983555163679,270.64,314.17,0.1608409695537,2015-10-31,0.0,0.0,1.0,0.1889859,71
410,2015-11-01,315.01,327.47,311.88,325.43,325.43,,BTC,289.456667,244.28377015328658,334.6295638467134,0.8981738554654737,93.6040769575169330000,289.456667,0.12427881994509389,261.64,325.43,0.2438082861948,2015-11-01,0.0,0.0,0.9878049,0.2029146,82
411,2015-11-02,325.94,365.36,323.21,361.19,361.19,,BTC,296.093333,240.4072456548692,351.77942034513075,1.084496685828764,95.4570726338603330000,296.093333,0.21985184988950764,263.44,361.19,0.3710522320073,2015-11-02,0.010869565,0.010869565,0.9782609,0.1605435,92
412,2015-11-03,361.87,417.90,357.65,403.42,403.42,,BTC,305.425333,229.83287121911056,381.0177947808895,1.1481775079904462,97.0433251123798000000,305.425333,0.32084655859244001,269.46,403.42,0.4971424330142,2015-11-03,0.0,0.0,1.0,0.2007596,104
413,2015-11-04,403.66,495.56,380.55,411.56,411.56,,BTC,314.898667,224.46372973516173,405.33360426483824,1.0344247252415721,97.3209068578514670000,314.898667,0.30696012123798542,266.27,411.56,0.5456491531153,2015-11-04,0.0,0.0,1.0,0.2204828,174
414,2015-11-05,408.08,447.56,374.58,386.35,386.35,,BTC,322.904000,229.70078429827186,416.10721570172814,0.8403637928279315,97.1269527165152000000,322.904000,0.19648564279166563,274.02,386.35,0.4099335814904,2015-11-05,0.0045871558,0.0,0.9954128,0.3316743,218
415,2015-11-06,388.05,395.84,354.02,374.47,374.47,,BTC,329.600667,237.01763138434563,422.18370261565434,0.7423194092828672,95.2961614632450670000,329.600667,0.13613240958641628,276.50,374.47,0.3543218806510,2015-11-06,0.0,0.0,1.0,0.3360604,149
416,2015-11-07,374.27,390.59,372.43,386.48,386.48,,BTC,336.932667,244.95461201895978,428.9107219810402,0.7693432308946597,94.0091165860224000000,336.932667,0.14705410858840826,281.65,386.48,0.3721995384342,2015-11-07,0.00625,0.0,0.99375,0.360375,160
417,2015-11-08,384.28,389.89,368.70,373.37,373.37,,BTC,343.047333,254.6965097467682,431.3981562532317,0.6716037603469126,92.0181875900887330000,343.047333,0.08839207911871450,283.68,373.37,0.3161661026509,2015-11-08,0.0,0.0,1.0,0.3136347,167
418,2015-11-09,374.32,385.28,362.89,380.26,380.26,,BTC,349.486000,265.71932786841774,433.25267213158224,0.6836888061618326,90.3655132144617330000,349.486000,0.08805502938601260,285.30,380.26,0.3328426218016,2015-11-09,0.0,0.0,1.0,0.2735944,180
419,2015-11-10,379.98,381.39,329.11,336.82,336.82,,BTC,352.920667,276.53326210451564,429.3080718954843,0.3946117686415095,86.1346677812727330000,352.920667,-0.04562120755597461,293.79,336.82,0.1464651621907,2015-11-10,0.0,0.0,1.0,0.2493874,191
420,2015-11-11,339.82,340.58,301.00,311.08,311.08,,BTC,354.073333,281.06276481520456,427.0839011847954,0.20556774129479083,79.8707191496412670000,354.073333,-0.12142493939242807,304.62,311.08,0.0212067493927,2015-11-11,0.004672897,0.0,0.9953271,0.3268785,214
421,2015-11-12,314.08,345.08,313.36,338.15,338.15,,BTC,356.308667,287.87753295513215,424.7398010448679,0.36732159817712473,75.0000981305330000000,356.308667,-0.05096330424092659,313.86,338.15,0.0773911935258,2015-11-12,0.0,0.0,1.0,0.282209,201
422,2015-11-13,338.50,340.91,326.08,336.75,336.75,,BTC,357.834667,292.51000009180467,423.1593339081954,0.33861634511178174,70.0365896379640000000,357.834667,-0.05892292990159056,328.02,336.75,0.0266142308396,2015-11-13,0.0,0.0,1.0,0.2494021,194
423,2015-11-14,336.62,338.18,329.97,332.91,332.91,,BTC,358.160667,293.42753815916757,422.8937958408324,0.30496333599070274,64.8183040753313330000,358.160667,-0.07050094922902296,314.17,332.91,0.0596492344909,2015-11-14,0.0,0.0,1.0,0.2381329,173
424,2015-11-15,333.05,334.66,317.49,320.17,320.17,,BTC,358.560667,294.92771306364193,422.1936209363581,0.19834288190992927,60.1457237234488000000,358.560667,-0.10706881856620375,325.43,320.17,-0.0161632301878,2015-11-15,0.009433962,0.0,0.990566,0.2859057,106
425,2015-11-16,319.73,331.63,315.90,330.75,330.75,,BTC,358.915333,296.01872811017563,421.8119378898243,0.2760981451277295,55.0442445684965330000,358.915333,-0.07847347385406909,361.19,330.75,-0.0842769733381,2015-11-16,0.012820513,0.0064102565,0.9807692,0.2398077,156
426,2015-11-17,330.36,338.35,329.61,335.09,335.09,,BTC,357.175333,293.1150966743726,421.23556932562747,0.3276205781716359,49.9705980716812670000,357.175333,-0.06183330974874460,403.42,335.09,-0.1693768281196,2015-11-17,0.0,0.0,1.0,0.299878,164
427,2015-11-18,334.59,336.53,330.64,334.59,334.59,,BTC,352.586667,293.0199247611266,412.15340923887334,0.34893695438446065,44.8637774772014670000,352.586667,-0.05104182512947944,411.56,334.59,-0.1870201185732,2015-11-18,0.0,0.00625,0.99375,0.29995,160
428,2015-11-19,334.68,335.33,325.27,326.15,326.15,,BTC,346.892667,295.75306117624024,398.0322728237598,0.29719566991301616,39.5295599705702000000,346.892667,-0.05979563413486628,386.35,326.15,-0.1558172641387,2015-11-19,0.006329114,0.0,0.9936709,0.2561456,158
429,2015-11-20,326.41,326.47,312.22,322.02,322.02,,BTC,342.604000,294.9766190396443,390.2313809603557,0.28390581651829855,35.0521264465296000000,342.604000,-0.06008102649122602,374.47,322.02,-0.1400646246695,2015-11-20,0.0,0.0,1.0,0.2832165,231
430,2015-11-21,322.09,328.16,319.60,326.93,326.93,,BTC,339.434667,294.6531396435,384.21619435649995,0.3603814146349683,31.6176657104098000000,339.434667,-0.03683968732633900,386.48,326.93,-0.1540830055889,2015-11-21,0.0057142857,0.0,0.9942857,0.3388057,175
431,2015-11-22,326.98,327.01,321.26,324.54,324.54,,BTC,335.305333,298.38199553541256,372.2286704645875,0.35422047762712616,27.5351432753071330000,335.305333,-0.03210605958360943,373.37,324.54,-0.1307817982162,2015-11-22,0.0,0.0,1.0,0.3135912,181
432,2015-11-23,324.35,325.12,321.29,323.05,323.05,,BTC,331.950667,301.22546797317364,362.6758660268264,0.3551568861729949,24.0129181804631330000,331.950667,-0.02681322221895099,380.26,323.05,-0.1504496923158,2015-11-23,0.0,0.0,1.0,0.2544191,136
433,2015-11-24,323.01,323.06,318.12,320.05,320.05,,BTC,327.936667,312.1679481161434,343.7053858838566,0.24992683114942033,21.2080134402177330000,327.936667,-0.02404936011623244,336.82,320.05,-0.0497892049166,2015-11-24,0.0032573289,0.0,0.99674267,0.4050619,307
434,2015-11-25,320.05,329.13,316.77,328.21,328.21,,BTC,327.362667,312.3721681678031,342.35316583219685,0.5282623350124972,22.9908844860160000000,327.362667,0.00258836173276900,311.08,328.21,0.0550662209078,2015-11-25,0.005154639,0.0,0.9948454,0.2109691,194
435,2015-11-26,328.30,366.76,328.23,352.68,352.68,,BTC,330.136000,312.8404666377208,347.43153336227925,1.1517289616857789,29.2548331176474670000,330.136000,0.06828700899023433,338.15,352.68,0.0429690965548,2015-11-26,0.0,0.0,1.0,0.2937803,132
436,2015-11-27,351.86,363.59,347.87,358.04,358.04,,BTC,331.462000,309.19729994427433,353.72670005572564,1.0968640927899038,34.1254541367557330000,331.462000,0.08018415383965583,336.75,358.04,0.0632219747587,2015-11-27,0.0,0.0,1.0,0.3449771,131
437,2015-11-28,357.14,359.54,352.17,357.38,357.38,,BTC,332.837333,306.92310252806857,358.75156347193143,0.973536480787708,38.9731426767056000000,332.837333,0.07373772280527197,332.91,357.38,0.0735033492536,2015-11-28,0.0,0.0,1.0,0.3206724,174
438,2015-11-29,357.47,371.94,355.67,371.29,371.29,,BTC,335.396000,302.7471480840662,368.0448519159338,1.04969773657619,44.1914282393382670000,335.396000,0.10701976171451061,320.17,371.29,0.1596651778743,2015-11-29,0.0,0.0,1.0,0.2717459,181
439,2015-11-30,371.44,382.36,370.38,377.32,377.32,,BTC,339.206000,301.26293904960073,377.1490609503993,1.002252573267931,50.2549898104635330000,339.206000,0.11236239925001327,330.75,377.32,0.1408012093726,2015-11-30,0.0,0.005319149,0.9946808,0.2645426,188
440,2015-12-01,377.41,378.93,356.56,362.49,362.49,,BTC,341.322000,301.88907525067765,380.75492474932236,0.7684051479134042,53.8902618827830670000,341.322000,0.06201768418092007,335.09,362.49,0.0817690769644,2015-12-01,0.005154639,0.0,0.9948454,0.2700825,194
441,2015-12-02,361.85,362.23,349.46,359.19,359.19,,BTC,342.928667,302.62960152578296,383.2277324742171,0.7017581897823886,56.8534375106151330000,342.928667,0.04741899574117553,334.59,359.19,0.0735228189725,2015-12-02,0.0,0.0,1.0,0.3144722,144
442,2015-12-03,359.33,370.27,357.41,361.05,361.05,,BTC,344.692667,303.6483519479097,385.73698205209024,0.699264294936346,60.0663054830124000000,344.692667,0.04745483314851024,326.15,361.05,0.1070059788441,2015-12-03,0.0,0.0,1.0,0.3472849,186
443,2015-12-04,361.26,363.52,355.76,363.18,363.18,,BTC,347.161333,306.44362336285025,387.8790426371498,0.6967039298470877,63.7545186825602670000,347.161333,0.04614185243953998,322.02,363.18,0.1278181479411,2015-12-04,0.0,0.0,1.0,0.3385941,170
444,2015-12-05,363.72,389.79,363.23,388.95,388.95,,BTC,351.623333,308.13827502985737,395.10839097014264,0.9291895738718909,69.4538997612516670000,351.623333,0.10615526188644597,326.93,388.95,0.1897042180283,2015-12-05,0.0,0.0,1.0,0.3396889,180
445,2015-12-06,389.55,402.81,387.09,388.78,388.78,,BTC,355.746667,310.5987990442218,400.8945349557782,0.8658349164168252,74.7027027907964000000,355.746667,0.09285633869339948,324.54,388.78,0.1979417021014,2015-12-06,0.0,0.0,1.0,0.5647152,309
446,2015-12-07,389.98,399.97,385.41,395.54,395.54,,BTC,360.480000,314.4745916222886,406.48540837771145,0.8810421560890411,80.0722701031217330000,360.480000,0.09725920994229916,323.05,395.54,0.2243925088996,2015-12-07,0.0,0.0,1.0,0.3140839,143
447,2015-12-08,395.75,415.56,389.95,415.56,415.56,,BTC,366.647333,317.45382851201373,415.8408374879863,0.9971455836404697,85.5854241938994000000,366.647333,0.13340521694180713,320.05,415.56,0.2984221215435,2015-12-08,0.0033444816,0.0,0.9966555,0.4691572,299
448,2015-12-09,414.44,423.12,406.29,417.56,417.56,,BTC,373.148000,324.5772526602395,421.71874733976057,0.9571887651772225,90.0430033097718000000,373.148000,0.11901979911456044,328.21,417.56,0.2722342402730,2015-12-09,0.002770083,0.0,0.99722993,0.1788116,361
449,2015-12-10,417.99,419.51,411.55,415.48,415.48,,BTC,378.966000,332.60792546831016,425.32407453168986,0.8938256751263414,92.2772497892299330000,378.966000,0.09635165159935192,352.68,415.48,0.1780651015084,2015-12-10,0.0030487804,0.0,0.9969512,0.2453445,328
450,2015-12-11,415.28,451.94,415.28,451.94,451.94,,BTC,385.583333,328.2642682749681,442.90239772503185,1.0788359188894907,92.2772497892299330000,385.583333,0.17209423053563366,358.04,451.94,0.2622611998659,2015-12-11,0.0,0.0,1.0,0.1953794,282
451,2015-12-12,452.33,469.10,410.74,435.00,435.00,,BTC,390.714000,330.26879751992595,451.15920248007404,0.8663318028804604,91.0829463487336000000,390.714000,0.11334633517099464,357.38,435.00,0.2171917846550,2015-12-12,0.0,0.0,1.0,0.1626064,409
452,2015-12-13,431.66,441.68,426.27,433.76,433.76,,BTC,395.806000,334.5324812267392,457.07951877326076,0.8097096491262943,89.8920277568783330000,395.806000,0.09589041095890411,371.29,433.76,0.1682512321905,2015-12-13,0.0,0.0,1.0,0.2995124,484
453,2015-12-14,433.27,447.14,430.46,444.18,444.18,,BTC,400.665333,336.24402513787516,465.0866408621248,0.8377350479528496,89.3342559689178670000,400.665333,0.10860601957794038,377.32,444.18,0.1771970741016,2015-12-14,0.0,0.0,1.0,0.2332213,348
454,2015-12-15,443.88,465.32,443.88,465.32,465.32,,BTC,406.532000,335.53034641764623,477.53365358235374,0.9139903582091415,89.3342559689178670000,406.532000,0.14460854250095933,362.49,465.32,0.2836767910839,2015-12-15,0.0029411765,0.0,0.9970588,0.2510294,340
455,2015-12-16,465.21,465.21,443.85,454.93,454.93,,BTC,412.694667,342.0298372484925,483.35949675150744,0.7988426714429255,90.4079228721126670000,412.694667,0.10234038958395360,359.19,454.93,0.2665441688243,2015-12-16,0.003773585,0.0,0.99622643,0.2459623,265
456,2015-12-17,454.78,457.86,448.86,456.08,456.08,,BTC,419.154000,351.8147595613291,486.4932404386709,0.7741789167760978,91.9276197888564670000,419.154000,0.08809649913874137,361.05,456.08,0.2632045423072,2015-12-17,0.0,0.0,1.0,0.5018966,290
457,2015-12-18,455.85,465.18,454.94,463.62,463.62,,BTC,425.992000,363.2663314332732,488.71766856672684,0.799941003896768,93.7106135962402000000,425.992000,0.08833029728257808,363.18,463.62,0.2765570791343,2015-12-18,0.0,0.0,1.0,0.3779223,206
458,2015-12-19,463.55,465.58,456.77,462.32,462.32,,BTC,432.601333,377.85539988729346,487.34726611270656,0.7714235132207681,95.0953166229473330000,432.601333,0.06869758535857309,388.95,462.32,0.1886360714745,2015-12-19,0.0,0.004672897,0.9953271,0.3724206,214
459,2015-12-20,462.23,462.64,434.34,442.68,442.68,,BTC,436.183333,386.92138032907576,485.44528567092425,0.5659400069197269,93.1233629603744000000,436.183333,0.01489434948217061,388.78,442.68,0.1386388188693,2015-12-20,0.0,0.0,1.0,0.3641265,253
460,2015-12-21,442.84,444.73,427.31,438.64,438.64,,BTC,439.507333,397.80493672307017,481.20972927692986,0.489600921320679,90.5908485114109330000,439.507333,-0.00197342099864350,395.54,438.64,0.1089649592962,2015-12-21,0.0,0.0,1.0,0.3033797,266
461,2015-12-22,437.44,443.69,435.52,436.57,436.57,,BTC,442.242667,408.2255062327245,476.25982776727545,0.41662051047104,86.7452091320636670000,442.242667,-0.01282704592589661,415.56,436.57,0.0505582827991,2015-12-22,0.0041841003,0.0,0.9958159,0.3555272,239
462,2015-12-23,436.72,444.53,436.62,442.40,442.40,,BTC,444.032000,413.3720231106228,474.69197688937714,0.47338549852975514,83.6793985381632000000,444.032000,-0.00367541078120496,417.56,442.40,0.0594884567487,2015-12-23,0.0,0.0,1.0,0.4719631,325
463,2015-12-24,443.09,458.46,443.08,454.98,454.98,,BTC,446.526667,419.1882527219535,473.86508127804643,0.6546054009209363,82.2963059752953330000,446.526667,0.01893130606687820,415.48,454.98,0.0950707615288,2015-12-24,0.0,0.0,1.0,0.4188031,254
464,2015-12-25,454.86,458.30,452.08,455.65,455.65,,BTC,449.204667,427.639976459785,470.76935754021497,0.6494418152669615,80.4673638367556000000,449.204667,0.01434832154136992,451.94,455.65,0.0082090542992,2015-12-25,0.0,0.0,1.0,0.4028175,411
465,2015-12-26,455.76,457.49,405.76,417.27,417.27,,BTC,446.893333,419.84928145794134,473.9373845420586,-0.04768666880275114,73.8006971700889330000,446.893333,-0.06628725651631057,435.00,417.27,-0.0407586206897,2015-12-26,0.0,0.0,1.0,0.3670956,272
466,2015-12-27,416.51,424.01,408.88,422.82,422.82,,BTC,446.081333,416.8628634334822,475.29980256651777,0.10194128328583396,69.0983651614004000000,446.081333,-0.05214594577083547,433.76,422.82,-0.0252213205459,2015-12-27,0.0,0.0,1.0,0.3749628,269
467,2015-12-28,423.34,429.77,418.48,422.28,422.28,,BTC,445.316000,414.1761378111132,476.4558621888867,0.13012039262940078,64.4335463003944000000,445.316000,-0.05172955833610290,444.18,422.28,-0.0493043360800,2015-12-28,0.0,0.0,1.0,0.4254851,268
468,2015-12-29,422.10,432.98,420.63,432.98,432.98,,BTC,444.569333,412.78235321566814,476.3563127843318,0.317703143258164,60.5043253724339330000,444.569333,-0.02606867397216533,465.32,432.98,-0.0695005587553,2015-12-29,0.0027777778,0.0,0.99722224,0.4921028,360
469,2015-12-30,433.30,434.39,422.08,426.62,426.62,,BTC,441.989333,411.1525057899748,472.8261602100252,0.2507958115255882,55.1824986913839330000,441.989333,-0.03477308580205034,454.93,426.62,-0.0622293539665,2015-12-30,0.0,0.0,1.0,0.3609772,219
470,2015-12-31,425.88,432.92,418.73,430.57,430.57,,BTC,440.365333,409.8855299760146,470.84513602398545,0.3393143651175862,51.0814716558536000000,440.365333,-0.02224365150015113,456.08,430.57,-0.0559331696194,2015-12-31,0.0,0.0,1.0,0.329063,238
471,2016-01-01,430.72,436.25,427.52,434.33,434.33,,BTC,438.915333,409.592005507403,468.238660492597,0.4218142449700224,47.4593725408510000000,438.915333,-0.01044696472246505,463.62,434.33,-0.0631767395712,2016-01-01,0.0,0.0,1.0,0.2929423,364
472,2016-01-02,434.62,436.06,431.87,433.44,433.44,,BTC,436.903333,410.88994121075126,462.9167247892487,0.4334317295480214,43.2965614702372000000,436.903333,-0.00792700063929245,462.32,433.44,-0.0624675549403,2016-01-02,0.0,0.0,1.0,0.4301128,266
473,2016-01-03,433.58,433.74,424.71,430.01,430.01,,BTC,434.749333,412.7081164576522,456.7905495423478,0.39248930541346694,39.1041542218658670000,434.749333,-0.01090130022120126,442.68,430.01,-0.0286211258697,2016-01-03,0.0,0.0,1.0,0.4196392,194
474,2016-01-04,430.06,434.52,429.08,433.09,433.09,,BTC,434.110000,412.50259386228885,455.7174061377112,0.4763969818149564,37.1574002241990670000,434.110000,-0.00234963488516735,438.64,433.09,-0.0126527448477,2016-01-04,0.0,0.0,1.0,0.3950745,188
475,2016-01-05,433.07,434.18,429.68,431.96,431.96,,BTC,433.664667,412.1824033966501,455.1469306033499,0.4603238506082244,35.5913731865946670000,433.664667,-0.00393084133829146,436.57,431.96,-0.0105595895275,2016-01-05,0.005376344,0.0,0.99462366,0.4088763,186
476,2016-01-06,431.86,431.86,426.34,429.11,429.11,,BTC,433.167333,411.6279956091215,454.70667039087846,0.40581574246294644,34.8269726145784000000,433.167333,-0.00936666431399618,442.40,429.11,-0.0300406871609,2016-01-06,0.0,0.0,1.0,0.4281459,233
477,2016-01-07,430.01,458.77,429.08,458.05,458.05,,BTC,434.210667,409.47562827044914,458.94570572955087,0.981893989749837,37.8927832084788670000,434.210667,0.05490268851455922,454.98,458.05,0.0067475493428,2016-01-07,0.0,0.0,1.0,0.4030605,281
478,2016-01-08,457.54,462.93,447.94,453.23,453.23,,BTC,434.094000,409.7656323135785,458.42236768642147,0.8932857363603663,38.4879078131973330000,434.094000,0.04408261805046833,455.65,453.23,-0.0053110940415,2016-01-08,0.0,0.0,1.0,0.3335298,285
479,2016-01-09,453.38,454.64,446.89,447.61,447.61,,BTC,433.558000,410.97320840413687,456.1427915958631,0.811094303003751,38.8238588797775330000,433.558000,0.03241088850857325,417.27,447.61,0.0727107148848,2016-01-09,0.0035211267,0.0,0.99647886,0.3707746,284
480,2016-01-10,448.24,448.31,440.35,447.99,447.99,,BTC,435.606000,413.7930028259689,457.41899717403106,0.7838674552881592,43.6155837889192670000,435.606000,0.02842936047712841,422.82,447.99,0.0595288775365,2016-01-10,0.0,0.0,1.0,0.3800068,292
481,2016-01-11,448.70,450.66,443.86,448.43,448.43,,BTC,437.313333,415.78214410486237,458.84452189513763,0.7581526513501182,47.7192828854808670000,437.313333,0.02542037061559246,422.28,448.43,0.0619257364782,2016-01-11,0.0,0.0,1.0,0.2725945,291
482,2016-01-12,448.18,448.18,435.69,435.69,435.69,,BTC,438.207333,418.2988431144309,458.1158228855691,0.43677739963027723,48.9480255704182670000,438.207333,-0.00574461632754101,432.98,435.69,0.0062589496051,2016-01-12,0.008097166,0.0,0.9919028,0.3015749,247
483,2016-01-13,434.67,435.19,424.44,432.37,432.37,,BTC,438.166667,418.20998152274467,458.12335247725537,0.3547687939811829,47.9879931511180670000,438.166667,-0.01322936552816328,426.62,432.37,0.0134780366603,2016-01-13,0.0,0.0,1.0,0.3757076,236
484,2016-01-14,432.29,433.32,427.85,430.31,430.31,,BTC,438.412667,418.98193660174877,457.8433973982512,0.2914986510046673,46.9195871668836000000,438.412667,-0.01848182684922286,430.57,430.31,-0.0006038507095,2016-01-14,0.003690037,0.0,0.99630994,0.2482694,271
485,2016-01-15,430.26,430.26,364.33,364.33,364.33,,BTC,433.996667,391.04934134458364,476.94399265541637,-0.3110710729576465,45.0066062247764670000,433.996667,-0.16052350696969753,434.33,364.33,-0.1611677756545,2016-01-15,0.0,0.0,1.0,0.3247955,220
486,2016-01-16,365.07,390.56,354.91,387.54,387.54,,BTC,430.877333,381.69019213303494,480.0644738669651,0.059464808930314444,44.2038298397492670000,430.877333,-0.10057928250312485,433.44,387.54,-0.1058970099668,2016-01-16,0.0,0.0,1.0,0.2613589,287
487,2016-01-17,387.15,390.96,380.09,382.30,382.30,,BTC,427.468000,372.3145811446963,482.6214188553037,0.09052402428125693,43.0892087732906000000,427.468000,-0.10566404970664471,430.01,382.30,-0.1109509081184,2016-01-17,0.0,0.0,1.0,0.3264385,244
488,2016-01-18,381.73,388.10,376.67,387.17,387.17,,BTC,424.612000,365.71314083083973,483.5108591691603,0.18215004052570166,42.5009483164072670000,424.612000,-0.08817932606709184,433.09,387.17,-0.1060287700016,2016-01-18,0.0,0.0,1.0,0.4045169,207
489,2016-01-19,387.03,387.73,378.97,380.15,380.15,,BTC,421.082667,358.1543297689349,484.01100423106516,0.17476761026037999,40.8783271958816000000,421.082667,-0.09720814986668639,431.96,380.15,-0.1199416612649,2016-01-19,0.0069444445,0.0,0.9930556,0.4139097,144
490,2016-01-20,379.74,425.27,376.60,420.23,420.23,,BTC,420.300667,357.66076074816965,482.9405732518303,0.49943592667814785,42.3030345294763330000,420.300667,-0.00016813439889212,429.11,420.23,-0.0206939945469,2016-01-20,0.0,0.0,1.0,0.38004,225
491,2016-01-21,419.63,422.88,406.30,410.26,410.26,,BTC,419.044000,356.4051828245228,481.68281717547717,0.4298837334731882,43.5135866447323330000,419.044000,-0.02096199921726597,458.05,410.26,-0.1043335880362,2016-01-21,0.004385965,0.0,0.99561405,0.3490263,228
492,2016-01-22,409.75,410.41,375.28,382.49,382.49,,BTC,414.006667,352.6720323347164,475.3413016652836,0.243076100705635,38.2087497493442670000,414.006667,-0.07612598905321493,453.23,382.49,-0.1560796946363,2016-01-22,0.0,0.0,1.0,0.3434921,191
493,2016-01-23,382.43,394.54,381.98,387.49,387.49,,BTC,409.624000,350.96438098608945,468.2836190139106,0.3113352901699622,34.1659606722182000000,409.624000,-0.05403491982891627,447.61,387.49,-0.1343133531422,2016-01-23,0.0,0.0,1.0,0.2507059,289
494,2016-01-24,388.10,405.48,387.51,402.97,402.97,,BTC,406.648000,351.8449264678392,461.4510735321609,0.4664434879018092,32.2690331994746000000,406.648000,-0.00904467746060475,447.99,402.97,-0.1004933145829,2016-01-24,0.0,0.0,1.0,0.4171237,194
495,2016-01-25,402.32,402.32,388.55,391.73,391.73,,BTC,402.897333,352.7142615989977,453.0804044010023,0.3887340622222562,29.6493257298889330000,402.897333,-0.02771756496089787,448.43,391.73,-0.1264411390853,2016-01-25,0.0,0.0,1.0,0.43742,250
496,2016-01-26,392.00,397.77,390.58,392.15,392.15,,BTC,399.145333,355.57171328304173,442.71895271695826,0.41972972356393967,27.3746238164434670000,399.145333,-0.01752577926296335,435.69,392.15,-0.0999334389130,2016-01-26,0.006289308,0.0,0.9937107,0.3271635,159
497,2016-01-27,392.44,396.84,391.78,394.97,394.97,,BTC,396.430667,357.8238922676024,435.03744173239767,0.4810827631921522,28.4529274650680000000,396.430667,-0.00368454592843091,432.37,394.97,-0.0864999884358,2016-01-27,0.0,0.0,1.0,0.2489679,249
498,2016-01-28,395.15,395.50,379.73,380.29,380.29,,BTC,392.958667,359.13241188303357,426.7849221169664,0.312739143659363,28.8458958154048000000,392.958667,-0.03223918458579258,430.31,380.29,-0.1162417791824,2016-01-28,0.0,0.0,1.0,0.152025,240
499,2016-01-29,380.11,384.38,365.45,379.47,379.47,,BTC,389.569333,362.21314961262283,416.9255163873771,0.31541041641320405,30.3750670614883330000,389.569333,-0.02592435323958110,364.33,379.47,0.0415557324404,2016-01-29,0.005263158,0.0,0.99473685,0.2679316,190
500,2016-01-30,378.86,380.92,376.49,378.26,378.26,,BTC,390.498000,366.01941787486163,414.97658212513835,0.2500263712694342,30.3750670614883330000,390.498000,-0.03133946908818995,387.54,378.26,-0.0239459152604,2016-01-30,0.0,0.0,1.0,0.1912799,268
501,2016-01-31,378.29,380.35,367.83,368.77,368.77,,BTC,389.246667,362.3231131413254,416.1702208586746,0.1197257778916404,28.7240498470908670000,389.246667,-0.05260588910835812,382.30,368.77,-0.0353910541460,2016-01-31,0.0053475937,0.0,0.9946524,0.2647807,187
502,2016-02-01,369.35,378.07,367.96,373.06,373.06,,BTC,388.630667,360.6248905890352,416.63644341096483,0.22200972450269596,28.0015456051842000000,388.630667,-0.04006546143204906,387.17,373.06,-0.0364439393548,2016-02-01,0.0,0.0,1.0,0.2656961,181
503,2016-02-02,372.92,375.88,372.92,374.45,374.45,,BTC,387.782667,358.832939671734,416.732394328266,0.26972724390771335,27.1126945364039330000,387.782667,-0.03438180232021562,380.15,374.45,-0.0149940812837,2016-02-02,0.0,0.0,1.0,0.1715274,237
504,2016-02-03,374.65,374.95,368.05,369.95,369.95,,BTC,387.102667,356.9311861739269,417.2741478260731,0.21574701455857448,26.1402261931895330000,387.102667,-0.04431038187603084,420.23,369.95,-0.1196487637722,2016-02-03,0.004405286,0.0,0.99559474,0.0732599,227
505,2016-02-04,370.17,391.61,369.99,389.59,389.59,,BTC,385.060000,360.9632118322794,409.1567881677206,0.5939959294257364,25.5092270693243330000,385.060000,0.01176440035319171,410.26,389.59,-0.0503826841515,2016-02-04,0.0,0.0,1.0,0.2193803,284
506,2016-02-05,388.90,391.09,385.57,386.55,386.55,,BTC,383.479333,363.7526600248968,403.2060059751032,0.5778303316498292,25.7079351783363330000,383.479333,0.00800738588955457,382.49,386.55,0.0106146565923,2016-02-05,0.0,0.0,1.0,0.1835903,349
507,2016-02-06,386.59,386.63,372.39,376.52,376.52,,BTC,383.081333,363.0308739861353,403.13179201386464,0.33637948150057556,25.8568266546210670000,383.081333,-0.01712778053844769,387.49,376.52,-0.0283104080105,2016-02-06,0.0,0.0,1.0,-0.0049624,346
508,2016-02-07,376.51,380.87,374.90,376.62,376.62,,BTC,382.356667,362.20362020210626,402.50971379789377,0.35767246368426125,25.5511314481811330000,382.356667,-0.01500344441489757,402.97,376.62,-0.0653894830881,2016-02-07,0.0,0.0,1.0,-0.0101742,419
509,2016-02-08,376.76,379.88,373.33,373.45,373.45,,BTC,380.388667,363.33553680276617,397.4417971972338,0.2965573792099023,23.6789509288066670000,380.388667,-0.01824099296838410,391.73,373.45,-0.0466647946290,2016-02-08,0.0,0.0,1.0,0.0056775,400
510,2016-02-09,373.42,377.25,372.90,376.03,376.03,,BTC,379.342000,363.37979607053853,395.30420392946144,0.3962549277456902,23.3542617335254000000,379.342000,-0.00873090772970038,392.15,376.03,-0.0411067193676,2016-02-09,0.005050505,0.0,0.9949495,-0.0237323,396
