,TradeDate,Open,High,Low,Close,Adj_Close,Volume,Ticker,bollinger_sma,bollinger_band_lower,bollinger_band_upper,bollinger_band_percentage,stochastic_oscillator_sma,rolling_avg,price_to_SMA_ratio,window_start_price,window_end_price,momentum,tweet_date,pct_positive,pct_negative,pct_neutral,avg_compound_sentiment,tweet_volume
26,2014-10-13,377.92,397.23,368.90,390.41,390.41,,BTC,360.469333,315.4647119885866,405.4739540114134,0.8326399192697003,27.7009145841245330000,360.469333,0.08306023358719395,375.47,390.41,0.0397901297041,2014-10-13,0.003322259,0.0,0.99667776,0.3886811,301
27,2014-10-14,391.69,411.70,391.32,400.87,400.87,,BTC,362.162667,313.0181602779625,411.3071737220375,0.8938113899375328,34.3675812507912000000,362.162667,0.10687830780746929,386.94,400.87,0.0360004135008,2014-10-14,0.0,0.0,1.0,0.3970536,261
28,2014-10-15,400.95,402.23,388.77,394.77,394.77,,BTC,362.684667,312.26252454726585,413.1068094527341,0.8181670932574601,39.5940766805315330000,362.684667,0.08846619644938009,383.61,394.77,0.0290920466098,2014-10-15,0.0,0.0,1.0,0.3930875,343
29,2014-10-16,394.52,398.81,373.07,382.56,382.56,,BTC,362.614667,312.31425696664326,412.91507703335674,0.6982621313302739,44.0788250708984670000,362.614667,0.05500420919267449,375.07,382.56,0.0199696056736,2014-10-16,0.0027777778,0.0,0.99722224,0.3858944,360
30,2014-10-17,382.76,385.48,375.39,383.76,383.76,,BTC,363.194000,312.08511131263816,414.3028886873619,0.7011978789619574,49.3260459104538000000,363.194000,0.05662538478058558,359.51,383.76,0.0674529220328,2014-10-17,0.0,0.0,1.0,0.4044396,298
31,2014-10-18,383.98,395.16,378.97,391.44,391.44,,BTC,365.322667,312.2493724151032,418.39596158489684,0.7460496677686205,55.2103996519504000000,365.322667,0.07149113744973290,328.87,391.44,0.1902575485754,2014-10-18,0.0,0.0,1.0,0.380481,316
32,2014-10-19,391.25,393.94,386.46,389.55,389.55,,BTC,369.368000,319.0223177053455,419.7136822946545,0.7004342684431436,60.9379589683598670000,369.368000,0.05463927573585151,320.51,389.55,0.2154066955789,2014-10-19,0.0,0.0,1.0,0.384059,305
33,2014-10-20,389.23,390.08,378.25,382.85,382.85,,BTC,373.524000,330.738881893016,416.309118106984,0.6089864935826566,65.9075874469585330000,373.524000,0.02496760582987974,330.08,382.85,0.1598703344644,2014-10-20,0.0,0.0,1.0,0.4034398,266
34,2014-10-21,382.42,392.65,380.83,386.48,386.48,,BTC,377.284000,341.52530491354986,413.0426950864501,0.6285841104907184,70.5376196587792000000,377.284000,0.02437421146934405,336.19,386.48,0.1495880305779,2014-10-21,0.0,0.0,1.0,0.4164183,251
35,2014-10-22,386.12,388.58,382.25,383.16,383.16,,BTC,380.415333,352.7741278715621,408.05653812843786,0.5496481066445303,73.8341940688254000000,380.415333,0.00721492211776858,352.94,383.16,0.0856236187454,2014-10-22,0.0,0.0,1.0,0.3762,280
36,2014-10-23,382.96,385.05,356.45,358.42,358.42,,BTC,380.780667,354.5889262443816,406.9724077556184,0.07313514957566589,71.7288284051775330000,380.780667,-0.05872322031517425,365.03,358.42,-0.0181081007041,2014-10-23,0.0033670033,0.0,0.996633,0.3972761,297
37,2014-10-24,358.59,364.35,353.30,358.35,358.35,,BTC,380.335333,352.8030040894611,407.86766191053886,0.10073604613258143,68.4694389916040670000,380.335333,-0.05780512903333123,361.56,358.35,-0.0088781944905,2014-10-24,0.0,0.0,1.0,0.4294286,294
38,2014-10-25,358.61,359.86,342.88,347.27,347.27,,BTC,379.382667,348.30538318168976,410.4599508183103,-0.01665819940608434,65.2080080934195330000,379.382667,-0.08464452858095386,362.30,347.27,-0.0414849572178,2014-10-25,0.0,0.0,1.0,0.4349655,261
39,2014-10-26,347.49,359.22,343.93,354.70,354.70,,BTC,378.876000,346.3892670595694,411.36273294043053,0.127909644772061,62.6060015144928670000,378.876000,-0.06380979528922391,378.55,354.70,-0.0630035662396,2014-10-26,0.0,0.0,1.0,0.3636574,324
40,2014-10-27,354.78,358.63,349.81,352.99,352.99,,BTC,377.172000,342.03845136055855,412.3055486394415,0.1558559989460768,57.4927666950630000000,377.172000,-0.06411398513145196,390.41,352.99,-0.0958479547143,2014-10-27,0.0,0.0,1.0,0.4065932,236
41,2014-10-28,353.21,359.98,352.68,357.62,357.62,,BTC,374.986000,339.3063180667604,410.66568193323957,0.256640207268473,52.1134134612321330000,374.986000,-0.04631106227965844,400.87,357.62,-0.1078903385137,2014-10-28,0.003787879,0.0,0.9962121,0.4417803,264
42,2014-10-29,357.09,357.83,335.34,335.59,335.59,,BTC,370.634000,332.6354896532584,408.63251034674164,0.03887666016090201,45.4467467945654670000,370.634000,-0.09455149824355024,394.77,335.59,-0.1499100742204,2014-10-29,0.0,0.003787879,0.9962121,0.4306705,264
43,2014-10-30,335.71,350.91,335.07,345.30,345.30,,BTC,367.336000,329.7300857235005,404.9419142764995,0.20701417019170007,40.4451932067788670000,367.336000,-0.05998867521832872,382.56,345.30,-0.0973964868256,2014-10-30,0.0034013605,0.0,0.99659866,0.4228163,294
44,2014-10-31,345.01,348.05,337.14,338.32,338.32,,BTC,364.386667,325.00067843505354,403.77265556494643,0.16908705418150471,35.6233972569208670000,364.386667,-0.07153573212381012,383.76,338.32,-0.1184073379195,2014-10-31,0.003968254,0.0,0.99603176,0.4256627,252
45,2014-11-01,338.65,340.53,321.05,325.75,325.75,,BTC,360.519333,318.0171707244729,403.0214952755271,0.09096983378631153,30.3761764173655330000,360.519333,-0.09644235361990975,391.44,325.75,-0.1678162681382,2014-11-01,0.003787879,0.0,0.9962121,0.4362159,264
46,2014-11-02,326.08,329.05,320.63,325.89,325.89,,BTC,356.149333,313.7931295638585,398.50553643614154,0.14279927678574153,24.5064517249807330000,356.149333,-0.08496248678921434,389.55,325.89,-0.1634193299961,2014-11-02,0.0,0.0,1.0,0.3899476,286
47,2014-11-03,325.57,334.00,325.48,327.55,327.55,,BTC,352.016000,311.57126324194246,392.4607367580576,0.1975379003409412,18.9764883249223330000,352.016000,-0.06950252261260852,382.85,327.55,-0.1444429933394,2014-11-03,0.0,0.0,1.0,0.4219597,347
48,2014-11-04,327.16,331.77,325.08,330.49,330.49,,BTC,348.525333,310.5212716631476,386.52939433685236,0.262718346861113,14.5271957593814670000,348.525333,-0.05174755259469188,386.48,330.49,-0.1448716621817,2014-11-04,0.0,0.0,1.0,0.3883256,344
49,2014-11-05,330.68,343.37,330.68,339.49,339.49,,BTC,345.392667,313.5494937314716,377.2358402685284,0.4073166020511876,10.9392692795994000000,345.392667,-0.01708972877527825,383.16,339.49,-0.1139732748721,2014-11-05,0.0,0.0,1.0,0.4040101,296
50,2014-11-06,339.46,352.97,338.42,349.29,349.29,,BTC,343.134667,318.8665446208475,367.40278937915247,0.6268193085528483,11.5395086391405330000,343.134667,0.01793853431894714,358.42,349.29,-0.0254729088779,2014-11-06,0.0,0.0,1.0,0.4127585,294
51,2014-11-07,349.82,352.73,341.78,342.42,342.42,,BTC,342.068000,319.3203229443406,364.81567705565936,0.5077370537470431,14.9485065941507330000,342.068000,0.00102903516259925,358.35,342.42,-0.0444537463374,2014-11-07,0.0,0.0,1.0,0.3952185,270
52,2014-11-08,342.15,347.03,342.15,345.49,345.49,,BTC,341.210667,320.1890448433909,362.2322891566091,0.6017840813644013,19.0777817745712000000,341.210667,0.01254161552927066,347.27,345.49,-0.0051256947044,2014-11-08,0.0,0.0,1.0,0.4009446,271
53,2014-11-09,345.38,363.63,344.26,363.26,363.26,,BTC,342.276667,318.4973702824569,366.055963717543,0.941210125960531,25.7444484412378670000,342.276667,0.06130518093422944,354.70,363.26,0.0241330702002,2014-11-09,0.0,0.0,1.0,0.3665046,218
54,2014-11-10,362.27,374.82,357.56,366.92,366.92,,BTC,343.091333,316.7849417432658,369.39772425673425,0.9529064204863151,31.4869857546707330000,343.091333,0.06945283867022080,352.99,366.92,0.0394628743024,2014-11-10,0.0040650405,0.0,0.99593496,0.4348902,246
55,2014-11-11,365.86,371.31,363.73,367.70,367.70,,BTC,344.072000,315.21140382756147,372.93259617243854,0.9093470533114696,37.4422096352677330000,344.072000,0.06867167337068986,357.62,367.70,0.0281863430457,2014-11-11,0.0,0.0,1.0,0.4632285,442
56,2014-11-12,367.98,429.72,367.98,423.56,423.56,,BTC,348.468000,298.43889235826236,398.49710764173767,1.2504831041334943,42.8215628690986000000,348.468000,0.21549180986489434,335.59,423.56,0.2621353437230,2014-11-12,0.0,0.0,1.0,0.4032155,283
57,2014-11-13,427.27,457.09,401.12,420.73,420.73,,BTC,354.144000,292.4236866964715,415.8643133035285,1.0394172229209453,49.2953385566561330000,354.144000,0.18801956266377519,345.30,420.73,0.2184477266145,2014-11-13,0.003215434,0.0,0.99678457,0.4233505,311
58,2014-11-14,418.42,419.25,384.79,397.82,397.82,,BTC,357.645333,292.22716956914036,423.06349643085963,0.8070604927824101,53.0485263871538670000,357.645333,0.11233102544078214,338.32,397.82,0.1758689997635,2014-11-14,0.0,0.0,1.0,0.3779099,344
59,2014-11-15,399.65,405.53,371.01,376.13,376.13,,BTC,360.166000,295.02596543708967,425.3060345629103,0.6225360111267859,56.1565218976673330000,360.166000,0.04432400615271847,325.75,376.13,0.1546584804298,2014-11-15,0.0,0.0,0.99722993,0.3828144,361
60,2014-11-16,374.73,390.80,374.60,387.88,387.88,,BTC,364.308000,300.662673294667,427.953326705333,0.6851824888034148,60.3877768036432670000,364.308000,0.06470349264907715,325.89,387.88,0.1902175580717,2014-11-16,0.0,0.0,1.0,0.3502418,306
61,2014-11-17,388.35,410.20,377.50,387.41,387.41,,BTC,368.409333,307.50427270511307,429.31439329488694,0.655985946881947,64.5296592290306670000,368.409333,0.05157487961902420,327.55,387.41,0.1827507250801,2014-11-17,0.0,0.0,1.0,0.3465238,273
62,2014-11-18,387.79,392.40,371.12,375.20,375.20,,BTC,371.586000,314.9966214913082,428.17537850869184,0.5319317873357178,67.5346706691496670000,371.586000,0.00972587772413385,330.49,375.20,0.1352839722836,2014-11-18,0.0,0.0,1.0,0.4426714,420
63,2014-11-19,373.90,386.48,373.90,380.55,380.55,,BTC,374.923333,323.00951063657783,426.8371553634222,0.5541923782900301,70.2703515674792000000,374.923333,0.01500751354944345,339.49,380.55,0.1209461250700,2014-11-19,0.0,0.0,1.0,0.3969197,299
64,2014-11-20,380.31,382.02,356.78,357.84,357.84,,BTC,376.146667,327.0213801354553,425.2719538645447,0.3136736885580152,69.9417567401628000000,376.146667,-0.04866895975978434,349.29,357.84,0.0244782272610,2014-11-20,0.0,0.0,1.0,0.4429527,317
65,2014-11-21,357.88,357.88,344.11,350.85,350.85,,BTC,376.250667,327.3630206103055,425.13831338969453,0.24021384873465246,65.8307952920885330000,376.250667,-0.06750995872653164,342.42,350.85,0.0246188890836,2014-11-21,0.003125,0.0,0.996875,0.4227719,320
66,2014-11-22,351.60,364.84,350.88,352.92,352.92,,BTC,376.950667,329.8718185696931,424.0295154303069,0.24478276549633793,63.0562706729734670000,376.950667,-0.06375016442138302,345.49,352.92,0.0215056875742,2014-11-22,0.0,0.0,1.0,0.3965994,322
67,2014-11-23,353.17,370.85,353.17,367.57,367.57,,BTC,378.422667,334.26973636329683,422.57559763670315,0.3771013968552015,60.4600262540255330000,378.422667,-0.02867869170215430,363.26,367.57,0.0118647800473,2014-11-23,0.0033898305,0.0,0.99661016,0.4135729,295
68,2014-11-24,366.95,387.21,366.67,376.90,376.90,,BTC,379.332000,335.9625135575055,422.7014864424945,0.4719618538344383,56.1818435189592670000,379.332000,-0.00641127033838432,366.92,376.90,0.0271993895127,2014-11-24,0.006329114,0.0,0.9936709,0.4334715,316
69,2014-11-25,376.89,394.70,374.78,375.35,375.35,,BTC,379.894000,336.99793238136095,422.79006761863906,0.44703477204020514,51.7615436977517330000,379.894000,-0.01196123129083376,367.70,375.35,0.0208050040794,2014-11-25,0.0,0.0,1.0,0.429811,344
70,2014-11-26,376.02,377.70,365.82,368.37,368.37,,BTC,379.938667,337.0956539895975,422.7816800104025,0.3649877052625702,46.7012585466950000000,379.938667,-0.03044877503873540,423.56,368.37,-0.1303003116442,2014-11-26,0.0,0.0,1.0,0.4272613,310
71,2014-11-27,370.50,373.99,368.28,369.67,369.67,,BTC,376.346000,340.75567563267475,411.93632436732526,0.4062104642388552,41.8300507619211330000,376.346000,-0.01773899549882289,420.73,369.67,-0.1213604924774,2014-11-27,0.0,0.0,1.0,0.4244785,303
72,2014-11-28,369.37,382.84,358.45,376.45,376.45,,BTC,373.394000,347.5775824107438,399.2104175892562,0.5591871430153766,38.9898000193639330000,373.394000,0.00818438432326176,397.82,376.45,-0.0537177618018,2014-11-28,0.0,0.0,1.0,0.3562574,303
73,2014-11-29,376.15,387.60,372.14,375.49,375.49,,BTC,371.905333,349.81960539574106,393.9910606042589,0.5811534730535383,38.5135980390962670000,371.905333,0.00963865446909308,376.13,375.49,-0.0017015393614,2014-11-29,0.0,0.0,1.0,0.4208953,296
74,2014-11-30,375.51,382.53,373.31,378.05,378.05,,BTC,372.033333,349.8207809929328,394.2458850070673,0.6354339428915168,39.9766600715930000000,372.033333,0.01617238689738589,387.88,378.05,-0.0253428895535,2014-11-30,0.0036101083,0.0,0.99638987,0.4304043,277
