,TradeDate,Open,High,Low,Close,Adj_Close,Volume,Ticker,stochastic_oscillator_sma,rolling_avg,price_to_SMA_ratio,multiplier,on_balance_volume,window_start_price,window_end_price,momentum
459,2018-06-23,6090.10,6224.82,6071.81,6162.48,6162.48,3431360000,BTC,16.5385832984562500000,6639.717333,-0.07187615211088686,1,167319256336,7531.98,6162.48,-0.1818246994814
460,2018-06-24,6164.28,6223.78,5826.41,6173.23,6173.23,4566909952,BTC,11.2279915341245000000,6549.134000,-0.05739751240393005,1,171886166288,6786.02,6173.23,-0.0903018264019
461,2018-06-25,6171.97,6327.37,6119.68,6249.18,6249.18,5500810240,BTC,9.1048501295950000000,6513.344667,-0.04055745250798655,1,177386976528,6906.92,6249.18,-0.0952291325222
462,2018-06-26,6253.55,6290.16,6093.67,6093.67,6093.67,3279759872,BTC,9.4649517374235000000,6459.128000,-0.05658008325582029,-1,174107216656,6582.36,6093.67,-0.0742423689984
463,2018-06-27,6084.40,6180.00,6052.85,6157.13,6157.13,3296219904,BTC,10.7547855177847500000,6430.779333,-0.04255305909747969,1,177403436560,6349.90,6157.13,-0.0303579583930
464,2018-06-28,6153.16,6170.41,5873.05,5903.44,5903.44,3467800064,BTC,8.0356183348590000000,6401.015333,-0.07773381363965559,-1,173935636496,6675.35,5903.44,-0.1156358842608
465,2018-06-29,5898.13,6261.66,5835.75,6218.30,6218.30,3966230016,BTC,12.0254610102730000000,6370.545333,-0.02389832032296441,1,177901866512,6456.58,6218.30,-0.0369049868506
466,2018-06-30,6214.22,6465.51,6214.22,6404.00,6404.00,4543860224,BTC,25.9980322615345000000,6367.040000,0.00580489521033322,1,182445726736,6550.16,6404.00,-0.0223139587430
467,2018-07-01,6411.68,6432.85,6289.29,6385.82,6385.82,4788259840,BTC,37.1602661749380000000,6356.084000,0.00467835226847222,-1,177657466896,6499.27,6385.82,-0.0174558065752
468,2018-07-02,6380.38,6683.86,6305.70,6614.18,6614.18,4396930048,BTC,57.5110810779857500000,6363.744667,0.03935345399677394,1,182054396944,6734.82,6614.18,-0.0179128766619
469,2018-07-03,6596.66,6671.37,6447.75,6529.59,6529.59,4672309760,BTC,66.4243337036572500000,6350.062667,0.02827174193618080,-1,177382087184,6769.94,6529.59,-0.0355025303031
470,2018-07-04,6550.87,6771.92,6450.46,6597.55,6597.55,4176689920,BTC,71.9663043602755000000,6338.570000,0.04085779600130629,1,181558777104,6776.55,6597.55,-0.0264146210092
471,2018-07-05,6599.71,6749.54,6546.65,6639.14,6639.14,4999240192,BTC,80.4130492860932500000,6329.409333,0.04893516135623267,1,186558017296,6729.74,6639.14,-0.0134626300570
472,2018-07-06,6638.69,6700.94,6533.55,6673.50,6673.50,4313959936,BTC,85.0622343830455000000,6325.660000,0.05498872844888913,1,190871977232,6083.69,6673.50,0.0969493843375
473,2018-07-07,6668.71,6863.99,6579.24,6856.93,6856.93,3961080064,BTC,92.1335083347812500000,6377.209333,0.07522423084304296,1,194833057296,6162.48,6856.93,0.1126900209007
474,2018-07-08,6857.80,6885.91,6747.98,6773.88,6773.88,3386210048,BTC,95.0813380489967500000,6417.969333,0.05545533930334846,-1,191446847248,6173.23,6773.88,0.0972991448561
475,2018-07-09,6775.08,6838.68,6724.34,6741.75,6741.75,3718129920,BTC,94.8025149713160000000,6455.870667,0.04428207251135132,-1,187728717328,6249.18,6741.75,0.0788215413862
476,2018-07-10,6739.21,6767.74,6320.72,6329.95,6329.95,4052430080,BTC,80.9853800249610000000,6461.255333,-0.02032195389793304,-1,183676287248,6093.67,6329.95,0.0387746628879
477,2018-07-11,6330.77,6444.96,6330.47,6394.71,6394.71,3644859904,BTC,68.8662177893842500000,6481.324667,-0.01336372909090684,1,187321147152,6157.13,6394.71,0.0385861594607
478,2018-07-12,6396.78,6397.10,6136.42,6228.81,6228.81,3770170112,BTC,54.5747726772172500000,6486.103333,-0.03966839869647818,-1,183550977040,5903.44,6228.81,0.0551153225916
479,2018-07-13,6235.03,6310.55,6192.24,6238.05,6238.05,3805400064,BTC,33.3678703123027500000,6508.410667,-0.04154019788130865,1,187356377104,6218.30,6238.05,0.0031761092260
480,2018-07-14,6247.50,6298.19,6212.22,6276.12,6276.12,2923670016,BTC,24.0680053223397500000,6512.265333,-0.03626162647325906,1,190280047120,6404.00,6276.12,-0.0199687695191
481,2018-07-15,6272.70,6403.46,6256.51,6359.64,6359.64,3285459968,BTC,16.3943731874140000000,6509.308000,-0.02299292029198803,1,193565507088,6385.82,6359.64,-0.0040997084165
482,2018-07-16,6357.01,6741.75,6357.01,6741.75,6741.75,4725799936,BTC,28.2790299706315000000,6533.036667,0.03194736898604338,1,198291307024,6614.18,6741.75,0.0192873493010
483,2018-07-17,6739.65,7387.24,6684.17,7321.04,7321.04,5961950208,BTC,52.5058905941537500000,6580.160667,0.11259289407864545,1,204253257232,6529.59,7321.04,0.1212097543644
484,2018-07-18,7315.32,7534.99,7280.47,7370.78,7370.78,6103410176,BTC,75.6228905304717500000,6636.240000,0.11068617168758212,1,210356667408,6597.55,7370.78,0.1171995665057
485,2018-07-19,7378.20,7494.46,7295.46,7466.86,7466.86,5111629824,BTC,95.4156849009742500000,6694.194000,0.11542330562872842,1,215468297232,6639.14,7466.86,0.1246727738834
486,2018-07-20,7467.40,7594.67,7323.26,7354.13,7354.13,4936869888,BTC,97.7236379790800000000,6741.860000,0.09081618425775676,-1,210531427344,6673.50,7354.13,0.1019899602907
487,2018-07-21,7352.72,7437.64,7262.41,7419.29,7419.29,3726609920,BTC,96.7630548039255000000,6791.579333,0.09242484497677589,1,214258037264,6856.93,7419.29,0.0820133791653
488,2018-07-22,7417.80,7537.95,7383.82,7418.49,7418.49,3695460096,BTC,95.7863171923590000000,6829.016667,0.08631891848331903,1,217953497360,6773.88,7418.49,0.0951611188861
489,2018-07-23,7414.71,7771.50,7409.10,7711.11,7711.11,5132480000,BTC,95.7863171923590000000,6891.498667,0.11893078307113601,1,223085977360,6741.75,7711.11,0.1437846256536
490,2018-07-24,7716.51,8424.27,7705.50,8424.27,8424.27,7277689856,BTC,98.0626792132790000000,7003.666667,0.20283708527900447,1,230363667216,6329.95,8424.27,0.3308588535454
491,2018-07-25,8379.66,8416.87,8086.36,8181.39,8181.39,5845400064,BTC,96.2575549740420000000,7127.096000,0.14792757106120080,-1,224518267152,6394.71,8181.39,0.2793996913073
492,2018-07-26,8176.85,8290.33,7878.71,7951.58,7951.58,4899089920,BTC,91.8517076148050000000,7230.887333,0.09966863454101063,-1,219619177232,6228.81,7951.58,0.2765809199510
493,2018-07-27,7950.40,8262.66,7839.76,8165.01,8165.01,5195879936,BTC,88.8870014095740000000,7359.967333,0.10938128263021191,1,224815057168,6238.05,8165.01,0.3089042248780
494,2018-07-28,8169.06,8222.85,8110.77,8192.15,8192.15,3988750080,BTC,86.1856071866380000000,7490.240667,0.09370985048483490,1,228803807248,6276.12,8192.15,0.3052889364767
495,2018-07-29,8205.82,8272.26,8141.18,8218.46,8218.46,4107190016,BTC,86.4592215867847500000,7619.730000,0.07857627501236920,1,232910997264,6359.64,8218.46,0.2922838399658
496,2018-07-30,8221.58,8235.50,7917.50,8180.48,8180.48,5551400000,BTC,88.2194127673212500000,7741.119333,0.05675673608686378,-1,227359597264,6741.75,8180.48,0.2134060147588
497,2018-07-31,8181.20,8181.53,7696.93,7780.44,7780.44,5287530000,BTC,76.5944595180415000000,7810.365333,-0.00383148953014539,-1,222072067264,7321.04,7780.44,0.0627506474490
498,2018-08-01,7769.04,7769.04,7504.95,7624.91,7624.91,4797620000,BTC,60.6216615792042500000,7830.623333,-0.02627036498270552,-1,217274447264,7370.78,7624.91,0.0344780335324
499,2018-08-02,7634.19,7712.77,7523.44,7567.15,7567.15,4214110000,BTC,43.0902062726685000000,7843.714667,-0.03525939924402913,-1,213060337264,7466.86,7567.15,0.0134313486526
500,2018-08-03,7562.14,7562.14,7328.65,7434.39,7434.39,4627150000,BTC,23.5875883822207500000,7841.550000,-0.05192340799969394,-1,208433187264,7354.13,7434.39,0.0109135954899
501,2018-08-04,7438.67,7497.49,6984.07,7032.85,7032.85,4268390000,BTC,13.1772478367315000000,7820.131333,-0.10067367151210988,-1,204164797264,7419.29,7032.85,-0.0520858464894
502,2018-08-05,7031.08,7102.77,6940.70,7068.48,7068.48,3679110000,BTC,7.4916133465952500000,7796.744000,-0.09340617057581986,1,207843907264,7418.49,7068.48,-0.0471807605052
503,2018-08-06,7062.94,7166.55,6890.54,6951.80,6951.80,3925900000,BTC,2.5151616673757500000,7765.631333,-0.10479912039367991,-1,203918007264,7711.11,6951.80,-0.0984696107305
504,2018-08-07,6958.32,7146.56,6748.24,6753.12,6753.12,4682800000,BTC,0.6401733480905000000,7701.765333,-0.12317245358480465,-1,199235207264,8424.27,6753.12,-0.1983732715120
505,2018-08-08,6746.85,6746.85,6226.22,6305.80,6305.80,5064430000,BTC,0.6401733480905000000,7560.534000,-0.16595838336286828,-1,194170777264,8181.39,6305.80,-0.2292507752350
506,2018-08-09,6305.56,6625.73,6249.07,6568.23,6568.23,4267040000,BTC,3.4301705478235000000,7452.990000,-0.11871208736359501,1,198437817264,7951.58,6568.23,-0.1739717137978
507,2018-08-10,6571.42,6591.26,6124.52,6184.71,6184.71,4528680000,BTC,3.4301705478235000000,7335.198667,-0.15684492257529199,-1,193909137264,8165.01,6184.71,-0.2425349142255
508,2018-08-11,6185.79,6455.74,6109.03,6295.73,6295.73,4047850000,BTC,4.7948908920152500000,7210.580000,-0.12687606267456987,1,197956987264,8192.15,6295.73,-0.2314923432798
509,2018-08-12,6283.65,6409.85,6237.50,6322.69,6322.69,5665250000,BTC,6.4910187346705000000,7085.949333,-0.10771447792399844,1,203622237264,8218.46,6322.69,-0.2306721697252
510,2018-08-13,6341.36,6537.05,6225.72,6297.57,6297.57,4083980000,BTC,4.4745882470745000000,6957.890000,-0.09490233389720159,-1,199538257264,8180.48,6297.57,-0.2301710902050
511,2018-08-14,6287.66,6287.94,5971.05,6199.71,6199.71,5301700000,BTC,4.7095904090945000000,6825.838667,-0.09172919219832478,-1,194236557264,7780.44,6199.71,-0.2031671730648
512,2018-08-15,6221.42,6588.49,6221.42,6308.52,6308.52,4895450000,BTC,5.4940507342542500000,6727.710667,-0.06230806997336647,1,199132007264,7624.91,6308.52,-0.1726433492330
513,2018-08-16,6294.23,6473.50,6276.41,6334.73,6334.73,4328420000,BTC,6.5108796926175000000,6641.698667,-0.04621839718884073,1,203460427264,7567.15,6334.73,-0.1628644866297
514,2018-08-17,6340.91,6582.50,6324.97,6580.63,6580.63,4992990000,BTC,13.0175672618632500000,6575.930667,0.00071462629975445,1,208453417264,7434.39,6580.63,-0.1148392806942
515,2018-08-18,6583.43,6617.35,6353.73,6423.76,6423.76,3984520000,BTC,19.5447883027127500000,6508.555333,-0.01302828794741384,-1,204468897264,7032.85,6423.76,-0.0866064255601
516,2018-08-19,6422.57,6537.98,6361.55,6506.07,6506.07,3311170000,BTC,26.4862081289652500000,6473.436667,0.00504111412201756,1,207780067264,7068.48,6506.07,-0.0795659038435
517,2018-08-20,6500.51,6536.92,6297.93,6308.53,6308.53,3665100000,BTC,27.8086317917775000000,6422.773333,-0.01778722789624561,-1,204114967264,6951.80,6308.53,-0.0925328691850
518,2018-08-21,6301.07,6500.87,6298.24,6488.76,6488.76,3377180000,BTC,33.2610336339885000000,6391.904000,0.01515291844182891,1,207492147264,6753.12,6488.76,-0.0391463501315
519,2018-08-22,6486.25,6816.79,6310.11,6376.71,6376.71,4668110000,BTC,38.6224717768455000000,6366.810000,0.00155493881551358,-1,202824037264,6305.80,6376.71,0.0112452028291
520,2018-08-23,6371.34,6546.54,6371.34,6534.88,6534.88,3426180000,BTC,51.6430301012052500000,6382.082000,0.02394171682532440,1,206250217264,6568.23,6534.88,-0.0050774714040
521,2018-08-24,6551.52,6719.96,6498.64,6719.96,6719.96,4097820000,BTC,72.6076496373745000000,6392.197333,0.05127543001651573,1,210348037264,6184.71,6719.96,0.0865440740148
522,2018-08-25,6719.95,6789.63,6700.96,6763.19,6763.19,3312600000,BTC,84.2348201656902500000,6430.762667,0.05169329832461068,1,213660637264,6295.73,6763.19,0.0742503252204
523,2018-08-26,6754.64,6774.75,6620.75,6707.26,6707.26,3295500000,BTC,94.6297042874160000000,6458.198000,0.03856524683820471,-1,210365137264,6322.69,6707.26,0.0608237949354
524,2018-08-27,6710.80,6884.64,6689.71,6884.64,6884.64,4019000000,BTC,97.5185454674522500000,6495.661333,0.05988284287911782,1,214384137264,6297.57,6884.64,0.0932216712160
525,2018-08-28,6891.08,7109.56,6882.34,7096.28,7096.28,4659940000,BTC,97.5185454674522500000,6548.908667,0.08358206852970912,1,219044077264,6199.71,7096.28,0.1446148287581
526,2018-08-29,7091.71,7113.30,6970.82,7047.16,7047.16,4145880000,BTC,95.9596950561595000000,6605.405333,0.06687775310215017,-1,214898197264,6308.52,7047.16,0.1170860994338
527,2018-08-30,7043.76,7072.69,6834.69,6978.23,6978.23,4463250000,BTC,94.6947198838517500000,6650.052667,0.04934958404593339,-1,210434947264,6334.73,6978.23,0.1015828614637
528,2018-08-31,6973.97,7057.17,6920.16,7037.58,7037.58,4495650000,BTC,92.8318192173967500000,6696.909333,0.05086983413696457,1,214930597264,6580.63,7037.58,0.0694386403733
529,2018-09-01,7044.81,7242.29,7038.05,7193.25,7193.25,4116050000,BTC,92.8318192173967500000,6737.750667,0.06760406484480557,1,219046647264,6423.76,7193.25,0.1197880991818
530,2018-09-02,7189.58,7306.31,7132.16,7272.72,7272.72,4329540000,BTC,94.3906696286895000000,6794.348000,0.07040734445748142,1,223376187264,6506.07,7272.72,0.1178361130452
531,2018-09-03,7279.03,7317.94,7208.15,7260.06,7260.06,4087760000,BTC,97.8088445289940000000,6844.614000,0.06069677559611104,-1,219288427264,6308.53,7260.06,0.1508322858098
532,2018-09-04,7263.00,7388.26,7255.44,7361.66,7361.66,4273640000,BTC,99.6717451954490000000,6914.822667,0.06462021580574541,1,223562067264,6488.76,7361.66,0.1345249323445
533,2018-09-05,7361.46,7388.43,6792.83,6792.83,6792.83,5800460000,BTC,85.2337026552185000000,6935.094000,-0.02051363687355932,-1,217761607264,6376.71,6792.83,0.0652562214684
534,2018-09-06,6755.14,6755.14,6404.72,6529.17,6529.17,5523470000,BTC,60.2337026552185000000,6945.258000,-0.05990965346427735,-1,212238137264,6534.88,6529.17,-0.0008737727395
535,2018-09-07,6528.92,6555.29,6396.87,6467.07,6467.07,4264680000,BTC,35.5619574597695000000,6940.737333,-0.06824452652140150,-1,207973457264,6719.96,6467.07,-0.0376326644801
536,2018-09-08,6460.17,6534.25,6197.52,6225.98,6225.98,3835060000,BTC,10.5619574597695000000,6907.805333,-0.09870361136883531,-1,204138397264,6763.19,6225.98,-0.0794314517262
537,2018-09-09,6223.38,6446.26,6201.22,6300.86,6300.86,3671890000,BTC,1.6483516483517500000,6876.983333,-0.08377558954307851,1,207810287264,6707.26,6300.86,-0.0605910610294
538,2018-09-10,6301.57,6374.98,6292.76,6329.70,6329.70,3714100000,BTC,3.9315652296422500000,6851.812667,-0.07620066285738107,1,211524387264,6884.64,6329.70,-0.0806055218574
539,2018-09-11,6331.88,6398.92,6260.21,6321.20,6321.20,3849910000,BTC,6.0276662440125000000,6814.250000,-0.07235572513482775,-1,207674477264,7096.28,6321.20,-0.1092234241039
540,2018-09-12,6317.01,6363.87,6265.09,6351.80,6351.80,4064230000,BTC,8.7973724992957500000,6764.618000,-0.06102606237336683,1,211738707264,7047.16,6351.80,-0.0986723729843
541,2018-09-13,6354.24,6535.41,6354.24,6517.31,6517.31,4210910000,BTC,13.5621389828122500000,6729.294667,-0.03150176615679475,1,215949617264,6978.23,6517.31,-0.0660511333103
542,2018-09-14,6515.41,6596.10,6456.17,6512.71,6512.71,4076220000,BTC,17.5907826148212500000,6698.260000,-0.02770122389993819,-1,211873397264,7037.58,6512.71,-0.0745810349580
543,2018-09-15,6509.40,6561.72,6493.55,6543.20,6543.20,3216300000,BTC,22.4777225979150000000,6665.301333,-0.01831895167221842,1,215089697264,7193.25,6543.20,-0.0903694435756
544,2018-09-16,6536.68,6544.33,6460.10,6517.18,6517.18,3273730000,BTC,26.1182727528882500000,6620.230000,-0.01556592444673372,-1,211815967264,7272.72,6517.18,-0.1038868538869
545,2018-09-17,6514.06,6540.21,6257.52,6281.20,6281.20,3910780000,BTC,20.9207259087067500000,6554.128667,-0.04164225038397465,-1,207905187264,7260.06,6281.20,-0.1348280868202
546,2018-09-18,6280.91,6384.18,6265.71,6371.30,6371.30,4180090000,BTC,17.8078331924487500000,6494.878000,-0.01902699327069731,1,212085277264,7361.66,6371.30,-0.1345294403708
547,2018-09-19,6371.85,6448.46,6208.34,6398.54,6398.54,4431340000,BTC,18.4352711576732500000,6430.670000,-0.00499636896310960,1,216516617264,6792.83,6398.54,-0.0580450268886
548,2018-09-20,6398.85,6529.26,6395.95,6519.67,6519.67,4348110000,BTC,35.1706234732222500000,6412.459333,0.01671911842750707,1,220864727264,6529.17,6519.67,-0.0014550088296
549,2018-09-21,6513.87,6794.33,6496.36,6734.95,6734.95,6531940000,BTC,58.9550521855355000000,6426.178000,0.04804908920979157,1,227396667264,6467.07,6734.95,0.0414221587210
550,2018-09-22,6735.05,6814.56,6616.80,6721.98,6721.98,4509660000,BTC,80.1190167412870000000,6443.172000,0.04327185429785205,-1,222887007264,6225.98,6721.98,0.0796661730362
551,2018-09-23,6715.32,6766.15,6679.42,6710.63,6710.63,4197500000,BTC,96.1685928750172500000,6475.482000,0.03631359024702717,-1,218689507264,6300.86,6710.63,0.0650339794885
552,2018-09-24,6704.77,6713.56,6580.90,6595.41,6595.41,4177310000,BTC,90.3348298792392500000,6495.118667,0.01544103166421794,-1,214512197264,6329.70,6595.41,0.0419782928101
553,2018-09-25,6603.64,6603.64,6381.86,6446.47,6446.47,4726180000,BTC,74.4406150032062500000,6502.903333,-0.00867817497972332,-1,209786017264,6321.20,6446.47,0.0198174397266
554,2018-09-26,6452.79,6585.91,6397.89,6495.00,6495.00,4437300000,BTC,61.8573002754820000000,6514.490000,-0.00299179214336042,1,214223317264,6351.80,6495.00,0.0225447904531
555,2018-09-27,6495.29,6712.10,6464.95,6676.75,6676.75,4606810000,BTC,59.9906336088152500000,6536.153333,0.02151061332820174,1,218830127264,6517.31,6676.75,0.0244640810396
