,TradeDate,Open,High,Low,Close,Adj_Close,Volume,Ticker,stochastic_oscillator_sma,rolling_avg,price_to_SMA_ratio,multiplier,on_balance_volume,window_start_price,window_end_price,momentum
11,2017-04-01,1071.71,1091.72,1061.09,1080.50,1080.50,289633984,BTC,64.0107638509452500000,1033.075000,0.04590663794981003,1,133468032,1120.54,1080.50,-0.0357327716994
12,2017-04-02,1080.61,1107.59,1075.45,1102.17,1102.17,514187008,BTC,72.5071030488472500000,1038.390000,0.06142200907173605,1,647655040,1120.54,1102.17,-0.0163938815214
13,2017-04-03,1102.95,1151.74,1102.95,1143.81,1143.81,580444032,BTC,85.3622554912032500000,1045.920000,0.09359224414869206,1,1228099072,1120.54,1143.81,0.0207667731629
14,2017-04-04,1145.52,1156.44,1120.52,1133.25,1133.25,436310016,BTC,90.7416119796682500000,1051.742000,0.07749809363893426,-1,791789056,1120.54,1133.25,0.0113427454620
15,2017-04-05,1134.14,1135.09,1113.63,1124.78,1124.78,414784000,BTC,93.9047401920770000000,1052.024667,0.06915744020287311,-1,377005056,1049.14,1124.78,0.0720971462341
16,2017-04-06,1125.81,1188.37,1125.81,1182.68,1182.68,511222016,BTC,96.4140287944155000000,1060.927333,0.11476060915097566,1,888227072,1038.59,1182.68,0.1387361711551
17,2017-04-07,1178.94,1186.58,1163.39,1176.90,1176.90,317022016,BTC,95.8246177975155000000,1070.148000,0.09975442649054150,-1,571205056,937.52,1176.90,0.2553332195580
18,2017-04-08,1172.65,1184.98,1162.58,1175.95,1175.95,209312000,BTC,96.3252901440670000000,1086.043333,0.08278368299692882,1,780517056,972.78,1175.95,0.2088550340262
19,2017-04-09,1176.57,1197.21,1171.86,1187.87,1187.87,242343008,BTC,98.6315095439410000000,1100.382667,0.07950628051832081,1,1022860064,966.72,1187.87,0.2287632406488
20,2017-04-10,1187.30,1190.34,1179.04,1187.13,1187.13,215883008,BTC,98.5169158868547500000,1115.076667,0.06461738025050075,-1,806977056,1045.77,1187.13,0.1351731260220
21,2017-04-11,1187.46,1208.07,1187.46,1205.01,1205.01,216182000,BTC,99.1063268837547500000,1125.692667,0.07046091293406285,1,1023159056,1047.15,1205.01,0.1507520412548
22,2017-04-12,1204.81,1207.14,1196.76,1200.37,1200.37,288702016,BTC,99.2358375222172500000,1135.907333,0.05674993472376853,-1,734457040,1039.97,1200.37,0.1542352183236
23,2017-04-13,1201.02,1205.89,1156.44,1169.28,1169.28,351968992,BTC,94.2338776162927500000,1144.528000,0.02162638222918094,-1,382488048,1026.43,1169.28,0.1391716921758
