,TradeDate,Open,High,Low,Close,Adj_Close,Volume,Ticker,tweet_date,pct_positive,pct_negative,pct_neutral,avg_compound_sentiment,tweet_volume,MACD_raw,MACD_signal,MACD
14,2017-04-04,1145.52,1156.44,1120.52,1133.25,1133.25,436310016,BTC,2017-04-04,0.0,0.0,1.0,0.0109063,32.0,14.908009307046768,6.162125795579988,8.74588351146678
15,2017-04-05,1134.14,1135.09,1113.63,1124.78,1124.78,414784000,BTC,2017-04-05,0.0,0.0,1.0,0.0264921,63.0,16.17762741941192,8.22324136606644,7.95438605334548
16,2017-04-06,1125.81,1188.37,1125.81,1182.68,1182.68,511222016,BTC,2017-04-06,0.0,0.0,1.0,0.2459143,35.0,20.528240707838222,10.740934647030715,9.787306060807508
17,2017-04-07,1178.94,1186.58,1163.39,1176.90,1176.90,317022016,BTC,2017-04-07,0.0,0.0,1.0,0.0700313,64.0,23.24366980482364,13.287353889597105,9.956315915226535
18,2017-04-08,1172.65,1184.98,1162.58,1175.95,1175.95,209312000,BTC,2017-04-08,0.0,0.0,1.0,0.2572857,28.0,24.986843783967288,15.661466436086195,9.325377347881092
19,2017-04-09,1176.57,1197.21,1171.86,1187.87,1187.87,242343008,BTC,2017-04-09,0.0,0.0,1.0,0.3670103,97.0,26.80586515537334,17.91634313834635,8.88952201702699
20,2017-04-10,1187.30,1190.34,1179.04,1187.13,1187.13,215883008,BTC,2017-04-10,0.0,0.0,1.0,0.3602079,202.0,27.84105298684449,19.919763398451096,7.9212895883933925
21,2017-04-11,1187.46,1208.07,1187.46,1205.01,1205.01,216182000,BTC,2017-04-11,0.0,0.0,1.0,0.2297769,130.0,29.510093958200514,21.852087546007954,7.6580064121925595
22,2017-04-12,1204.81,1207.14,1196.76,1200.37,1200.37,288702016,BTC,2017-04-12,0.0,0.0,1.0,0.0072571,70.0,30.13943522656632,23.519399152679433,6.620036073886887
23,2017-04-13,1201.02,1205.89,1156.44,1169.28,1169.28,351968992,BTC,2017-04-13,0.01369863,0.0,0.98630136,0.0510137,73.0,28.135147104338557,24.446928878299392,3.688218226039165
24,2017-04-14,1170.33,1190.80,1159.79,1167.54,1167.54,254827008,BTC,2017-04-14,0.0,0.0,1.0,0.0716087,69.0,26.124780382446943,24.783771735463837,1.3410086469831057
25,2017-04-15,1167.30,1188.00,1164.96,1172.52,1172.52,203559008,BTC,2017-04-15,0.0,0.0,1.0,0.0546667,51.0,24.603328081172094,24.74757360246147,-0.14424552128937407
26,2017-04-16,1172.61,1187.22,1172.61,1182.94,1182.94,183231008,BTC,2017-04-16,0.0,0.0,1.0,0.0516721,61.0,23.86899909418753,24.571432818523498,-0.7024337243359682
27,2017-04-17,1183.25,1194.90,1172.65,1193.91,1193.91,253206000,BTC,2017-04-17,0.051813472,0.005181347,0.9430052,0.2226468,1158.0,23.802623372551125,24.417372934173887,-0.6147495616227623
28,2017-04-18,1193.77,1217.57,1193.77,1211.67,1211.67,270524000,BTC,2017-04-18,0.0,0.0,1.0,0.0677941,68.0,24.754283639704227,24.484859505691198,0.269424134013029
29,2017-04-19,1212.13,1215.51,1205.08,1210.29,1210.29,288060992,BTC,2017-04-19,0.0,0.0,1.0,0.115375,80.0,25.109672064455935,24.60997690528271,0.4996951591732248
30,2017-04-20,1211.08,1240.79,1208.41,1229.08,1229.08,315108000,BTC,2017-04-20,0.0,0.0,1.0,0.1679298,57.0,26.470566685564563,24.982463754446833,1.48810293111773
31,2017-04-21,1229.42,1235.94,1215.56,1222.05,1222.05,272167008,BTC,2017-04-21,0.0,0.0,0.93333334,0.1645556,45.0,26.71019834466688,25.32828466003993,1.381913684626948
32,2017-04-22,1222.71,1235.56,1208.47,1231.71,1231.71,249320000,BTC,2017-04-22,0.0,0.0,1.0,0.0534444,63.0,27.304271083620506,25.723732589658717,1.5805384939617895
33,2017-04-23,1231.92,1232.20,1203.94,1207.21,1207.21,258951008,BTC,2017-04-23,0.0,0.0,1.0,0.1366061,33.0,25.629389366788928,25.704854372691532,-0.07546500590260408
