,Sum
2019-07-22,1.1822835373406182
2019-07-23,1.2973860281030434
2019-07-24,1.3205038519385885
2019-07-25,1.2945043682019244
2019-07-26,1.3053131337496735
2019-07-27,1.4074796643247451
2019-07-28,1.3879161415560748
2019-07-29,1.396689194899817
2019-07-30,1.373717995316158
2019-07-31,1.2492828920114483
2019-08-01,1.331000565703876
2019-08-02,1.3618373754878985
2019-08-03,1.4408256008326816
2019-08-04,1.4794563606557367
2019-08-05,1.6968565037730927
2019-08-06,1.6116406906062961
2019-08-07,1.7323276018735352
2019-08-08,1.73868682123341
2019-08-09,1.71176235857403
2019-08-10,1.5793366208691118
2019-08-11,1.6234570189955757
2019-08-12,1.5867765896435069
2019-08-13,1.4601083278688514
2019-08-14,1.6797611980223772
2019-08-15,1.612146886286754
2019-08-16,1.595807315638823
2019-08-17,1.632912371584698
2019-08-18,1.603230766068175
2019-08-19,1.454845868852458
2019-08-20,1.494612012490241
2019-08-21,1.6572928894093149
2019-08-22,1.6591128607858434
2019-08-23,1.5870573884985675
2019-08-24,1.6515913203226635
2019-08-25,1.6571711693989062
2019-08-26,1.5967228920114487
2019-08-27,1.6449457153265667
2019-08-28,1.7571177548789996
2019-08-29,1.8206677567004934
2019-08-30,1.7977758407494133
2019-08-31,1.789321447046577
2019-09-01,1.7561945565964077
2019-09-02,1.6029835139214146
2019-09-03,1.5309618381472798
2019-09-04,1.538520224824355
2019-09-05,1.5335865896435068
2019-09-06,1.4757592490241989
2019-09-07,1.5184217913088724
2019-09-08,1.4986511667967723
2019-09-09,1.4709900270621898
2019-09-10,1.4140035529534207
2019-09-11,1.39776715430653
2019-09-12,1.4580728737965118
2019-09-13,1.4451714764506882
2019-09-14,1.4445214504293507
2019-09-15,1.4418319005984896
2019-09-16,1.460285957325006
2019-09-17,1.4695291241217792
2019-09-18,1.4807246510538632
2019-09-19,1.4629866885245895
2019-09-20,1.4850458714545918
2019-09-21,1.527180870153525
2019-09-22,1.5139943544106158
2019-09-23,1.6027449037210504
2019-09-24,1.891258516263335
2019-09-25,1.9260160603695022
2019-09-26,2.021781189435336
2019-09-27,1.987204574811344
2019-09-28,1.9887478129065828
2019-09-29,2.0256277223523282
2019-09-30,1.9762697684100954
2019-10-01,1.9634130931563871
2019-10-02,1.9504634119177717
2019-10-03,1.9850847504553726
2019-10-04,1.9991499950559446
2019-10-05,2.013315741868331
2019-10-06,2.055820224303928
2019-10-07,1.988823793130366
2019-10-08,1.9932057457715315
2019-10-09,1.8977186182669779
2019-10-10,1.8953073247462906
2019-10-11,1.8264244735883415
2019-10-12,1.830275326567784
2019-10-13,1.8262290593286483
2019-10-14,1.8401974860785832
2019-10-15,1.7961388386677062
2019-10-16,1.837211512620347
2019-10-17,1.822539569346863
2019-10-18,1.8565503976060354
2019-10-19,1.8525553346343988
2019-10-20,1.7917909375487888
2019-10-21,1.7861592492844114
2019-10-22,1.8292291368722338
2019-10-23,1.9758675053343726
2019-10-24,1.9813796325787132
2019-10-25,1.6776556083788694
