,Sum
2019-07-21,1.1351569648711928
2019-07-22,1.2017713338537583
2019-07-23,1.3168738246161835
2019-07-24,1.3399916484517287
2019-07-25,1.3139921647150647
2019-07-26,1.3248009302628139
2019-07-27,1.4269674608378853
2019-07-28,1.4074039380692152
2019-07-29,1.4161769914129572
2019-07-30,1.3932057918292982
2019-07-31,1.2687706885245884
2019-08-01,1.350488362217016
2019-08-02,1.3813251720010387
2019-08-03,1.4603133973458218
2019-08-04,1.4989441571688769
2019-08-05,1.7163443002862329
2019-08-06,1.6311284871194363
2019-08-07,1.7518153983866753
2019-08-08,1.75817461774655
2019-08-09,1.7312501550871702
2019-08-10,1.598824417382252
2019-08-11,1.6429448155087159
2019-08-12,1.606264386156647
2019-08-13,1.4795961243819915
2019-08-14,1.6992489945355174
2019-08-15,1.6316346827998944
2019-08-16,1.6152951121519632
2019-08-17,1.6524001680978382
2019-08-18,1.6227185625813152
2019-08-19,1.474333665365598
2019-08-20,1.514099809003381
2019-08-21,1.676780685922455
2019-08-22,1.6786006572989836
2019-08-23,1.6065451850117076
2019-08-24,1.6710791168358037
2019-08-25,1.6766589659120463
2019-08-26,1.616210688524589
2019-08-27,1.664433511839707
2019-08-28,1.77660555139214
2019-08-29,1.8401555532136336
2019-08-30,1.8172636372625535
2019-08-31,1.8088092435597172
2019-09-01,1.7756823531095478
2019-09-02,1.6224713104345547
2019-09-03,1.55044963466042
2019-09-04,1.5580080213374952
2019-09-05,1.553074386156647
2019-09-06,1.495247045537339
2019-09-07,1.5379095878220126
2019-09-08,1.5181389633099125
2019-09-09,1.49047782357533
2019-09-10,1.4334913494665609
2019-09-11,1.4172549508196701
2019-09-12,1.4775606703096522
2019-09-13,1.4646592729638284
2019-09-14,1.4640092469424908
2019-09-15,1.4613196971116298
2019-09-16,1.4797737538381461
2019-09-17,1.4890169206349193
2019-09-18,1.5002124475670033
2019-09-19,1.4824744850377296
2019-09-20,1.5045336679677321
2019-09-21,1.5466686666666651
2019-09-22,1.533482150923756
2019-09-23,1.6222327002341905
2019-09-24,1.9107463127764752
2019-09-25,1.9455038568826424
2019-09-26,2.0412689859484763
2019-09-27,2.006692371324484
2019-09-28,2.008235609419723
2019-09-29,2.0451155188654684
2019-09-30,1.9957575649232357
2019-10-01,1.9829008896695273
2019-10-02,1.9699512084309119
2019-10-03,2.0045725469685127
2019-10-04,2.018637791569085
2019-10-05,2.0328035383814713
2019-10-06,2.075308020817068
2019-10-07,2.0083115896435064
2019-10-08,2.012693542284672
2019-10-09,1.917206414780118
2019-10-10,1.914795121259431
2019-10-11,1.8459122701014816
2019-10-12,1.8497631230809242
2019-10-13,1.8457168558417885
2019-10-14,1.8596852825917234
2019-10-15,1.8156266351808463
2019-10-16,1.8566993091334874
2019-10-17,1.842027365860003
2019-10-18,1.8760381941191757
2019-10-19,1.872043131147539
2019-10-20,1.811278734061929
2019-10-21,1.8056470457975515
2019-10-22,1.8487169333853741
2019-10-23,1.9953553018475128
2019-10-24,2.000867429091853
2019-10-25,1.6971434048920098
